id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
198,10-11-2011 12.27,North,Influencer,Storage,Premium,4.16,2.08,0.3036,549,9399,0.0084,3.4,0.366025404,28,5193.98,144.5034409
199,17-11-2011 16.35,North,Search,Seasonal,Standard,,0.85,0.0432,304,3082,0.0687,3.52,0.366025404,30,593.1,213.1402379
200,20-07-2011 13.53,North,Social Media,Storage,Standard,1.1,0.55,0.1009,1115,21393,0.0319,0.93,-1.366025404,14,144.08,293.9606079
201,15-07-2011,North,Social Media,General,Premium,15,1.25,0.3271,265,2591,0.0721,2.3,-1.366025404,30,4028.93,158.9912978
202,22-03-2011 11.28,North,Affiliate,General,Premium,16.6,4.15,0.1705,278,8787,0.0289,6.93,1,7,23566.98,108.5737429
203,02-10-2011 13.46,North,Email,General,Premium,7.5,3.75,0.382,117,2337,0.0204,,-0.366025404,7,1978.48,75.38288049
204,08-12-2010 12.36,North,Search,General,Premium,25.5,4.25,0.0633,583,18646,0.0673,5.71,1,21,818.42,146.2510647
205,15-12-2009 11.09,North,Search,Seasonal,Premium,59.5,5.95,0.0601,516,12426,0.0391,9.42,1,14,155.8,115.0141724
206,19-04-2011 15.46,North,Search,General,Premium,8.5,192.9891004,0.2874,127,1526,0.0899,5.1,0.366025404,14,1490.5,65.42531991
207,08-05-2011 12.34,North,Search,General,Standard,15.95,15.95,0.1013,269,3705,,6.33,-0.366025404,30,300.06,68.48868749
208,06-03-2011 12.20,North,Email,Storage,Premium,9.75,1.95,0.0544,978,27154,,2.75,1,28,3930.83,176.9020014
209,07-01-2010 15.15,North,TV,Storage,Premium,15,1.25,0.0977,45,1133,0.0267,5.76,1.366025404,90,259.38,109.9886345
210,22-11-2010 11.51,North,Affiliate,General,Premium,14.85,4.95,0.0592,717,7947,0.0376,3.24,0.366025404,90,2263.06,137.0078393
211,07-01-2011 14.43,North,Affiliate,Lighting,Premium,5,1.25,0.1734,466,21198,0.0412,2.1,1.366025404,7,59920.93,148.7121773
212,04-01-2011 14.47,North,Email,General,Premium,,2.95,0.4064,383,3035,0.119,5.47,1.366025404,7,6669.1,119.2713257
213,07-12-2011 14.12,North,Email,General,Standard,3.75,1.25,0.0837,112,2244,0.0746,4.77,1,21,910.3,128.2442006
214,23-05-2010 12.14,NORTH,Social Media,General,Standard,10.2,0.85,0.3937,316,6186,,2.95,-0.366025404,7,595.92,172.3733649
215,07-11-2011 12.52,North,Search,Seasonal,Premium,14.75,2.95,0.3112,896,17077,0.0937,5.14,0.366025404,60,,153.35774
216,12-01-2011 11.52,North,Search,General,Premium,15,3.75,0.3659,166,3732,0.0338,3.7,1.366025404,,8088.29,108.0952362
217,24-11-2011 12.40,North,Social Media,General,Premium,12.6,2.1,0.101,,3371,0.0307,2.37,0.366025404,14,13542.96,152.7704264
218,18-12-2009 13.46,North,Email,Seasonal,Premium,,2.95,0.0913,19,437,0.1959,5.12,1,90,1963.92,145.2652729
219,29-10-2010 11.00,North,Affiliate,General,Premium,23.7,3.95,0.2495,626,6886,0.0366,1.27,-0.366025404,60,320.66,128.3825744
220,31-01-2011 12.16,North,Affiliate,Storage,Premium,12.5,1.25,0.1112,283,4028,0.0291,6.55,1.366025404,21,5323.34,126.3691292
221,09-12-2010 17.27,North,Social Media,General,Premium,1.95,1.95,0.0397,81,1546,0.0304,6.19,1,90,31090.51,126.0089098
222,21-09-2011 11.49,North,Search,General,Standard,1499.041218,1.65,0.1667,274,15852,0.0239,2.55,-1,21,2285.07,110.5599005
223,07-06-2011 11.47,North,Search,General,Premium,12.5,1.25,0.2642,176,6918,0.0721,4.51,-1,14,87333.27,126.7201133
224,23-03-2010 14.09,North,Social Media,General,Premium,3.75,3.75,0.4279,44,552,0.0331,4.03,1,60,373.08,89.8744751
225,02-08-2011 14.21,North,Social Media,General,Premium,20.4,0.85,0.0293,445,6972,,2.91,-1.366025404,21,93797.07,188.0298848
226,07-07-2010 9.29,North,Influencer,General,Premium,1894.877929,4.25,0.1978,335,4416,0.0424,2.82,-1.366025404,21,3571.95,45.91372067
227,10-10-2011 13.33,North,Social Media,Lighting,Premium,1.25,1.25,0.0055,441,11637,0.0235,5.45,-0.366025404,7,57370.73,161.5459103
228,23-06-2011 13.13,North,Email,General,Premium,19.8,89.9626313,0.0288,117,2423,0.0781,2.06,-1,28,4814.99,75.60597126
229,02-10-2011 13.01,North,Affiliate,Storage,Standard,1.65,1.65,0.6,377,29283,0.0318,1.25,-0.366025404,7,76.18,111.8119785
230,16-09-2011 9.13,North,Social Media,Stationery,Standard,13.5,6.75,0.1283,183,1766,0.0699,3.45,-1,90,468.91,103.7801669
231,10-07-2011 13.52,North,TV,General,Premium,1.25,1.25,,251,3169,,2.49,-1.366025404,60,2061.85,123.5207705
232,08-10-2010 11.31,North,Social Media,General,Budget,3.3,1.65,0.1424,90,1880,0.1081,5.65,-0.366025404,7,222.8,121.8732491
233,05-09-2011 11.19,North,Social Media,General,Premium,19.8,1.65,0.1401,182,2720,0.0282,7.54,-1,28,8297.74,100.5336987
234,22-05-2011 13.01,North,Search,Storage,Premium,16.5,1.65,0.4086,,7704,0.0098,4.82,-0.366025404,14,7736.49,115.2894694
235,18-04-2010 13.18,North,Affiliate,General,Premium,15.3,2.55,0.2039,601,10124,0.071,3.26,0.366025404,14,2637.06,125.2029889
236,10-10-2010 10.43,North,TV,General,Premium,15.3,2.55,0.3829,47,516,0.0019,2.26,-0.366025404,7,2154.15,59.90015789
237,19-02-2010 12.02,north,TV,Seasonal,Budget,25,1.25,0.2483,303,21017,0.2031,4.99,1.366025404,30,156.7,145.0269688
238,20-05-2010 12.59,North,Influencer,General,Standard,6.6,1.65,0.1837,556,7901,0.0104,4.67,-0.366025404,28,188.85,153.2470931
239,04-12-2011 11.45,North,Affiliate,Kitchen,Standard,6.3,2.1,0.1811,410,9692,0.0457,4.21,1,21,,136.7507346
240,26-05-2010 11.03,North,Email,Kitchen,Premium,30,3.75,0.1127,182,3285,0.0415,3.1,-0.366025404,28,905.88,104.3737755
241,17-07-2011 15.47,North,Influencer,Stationery,Premium,19.9,9.95,0.0908,301,4934,0.0217,4.23,-1.366025404,28,,58.4446491
242,11-08-2011 15.25,North,Social Media,General,Premium,19.8,1.65,0.0582,685,29222,0.0503,3.59,-1.366025404,90,740.14,156.2129966
243,24-11-2010 13.53,North,Affiliate,General,Premium,12.6,2.1,0.0244,684,7774,,4.43,0.366025404,21,1028.82,134.2374277
244,13-05-2011 11.45,North,Social Media,General,Premium,4.95,1.65,0.403,181,1951,0.0075,4.75,-0.366025404,90,2988.15,105.9075081
245,13-06-2011 13.55,NORTH,Influencer,General,Premium,9.9,4.95,0.1966,941,44829,0.0304,0.53,-1,14,25928.02,133.8093755
246,05-12-2010 14.06,North,Email,Storage,Standard,1.65,0.55,0.3115,1115,7466,0.0391,7.02,1,14,269.45,226.9016104
247,03-11-2011 16.30,North,Search,General,Premium,,4.95,0.0958,183,1340,0.0448,2.66,0.366025404,30,729.53,132.9387942
248,05-12-2010 16.24,North,Social Media,General,Premium,1.65,1.65,0.1038,87,1597,0.101,7.38,1,90,7373.41,148.4850313
249,16-08-2010 16.54,North,Affiliate,General,Premium,10.2,130.4932123,0.1676,24,404,0.0158,2.48,-1.366025404,7,10265.79,37.64220726
250,31-08-2010 14.54,North,Affiliate,General,Premium,45,3.75,0.0483,426,16906,0.0377,2.18,-1.366025404,90,6454.89,104.4704843
251,31-10-2010 11.06,North,Influencer,General,Premium,5,1.25,0.194,151,4777,0.0489,2.65,-0.366025404,7,1451.47,155.9501828
252,08-10-2010 9.58,North,Email,General,Premium,15,1.25,0.0895,490,7943,0.0797,3.26,-0.366025404,30,1064.37,167.3050466
253,18-07-2011 11.55,West,Email,Seasonal,Premium,40.8,0.85,0.2885,,8180,0.0154,2.5,-1.366025404,90,16256.18,136.5150924
254,27-01-2011 13.40,North,Social Media,Lighting,Premium,19.9,9.95,0.1691,226,2103,0.037,,1.366025404,,1683.46,109.2574445
255,11-04-2011 8.14,North,Social Media,General,Premium,25.2,2.1,0.0469,598,33192,0.0864,4.46,0.366025404,30,3737.38,188.8183201
256,05-07-2010,North,Social Media,Stationery,Standard,8.5,8.5,0.302,583,13369,0.053,4.99,-1.366025404,30,100.29,60.06899741
257,14-12-2009 15.17,North,Social Media,General,Premium,2.95,2.95,0.4208,35,735,0.1272,3.15,1,60,160.52,98.13074645
258,13-06-2011 15.09,North,Email,Seasonal,Premium,39.9,19.95,0.0648,65,1279,0.0338,5.29,-1,90,1163.8,56.75482776
259,29-06-2010 14.11,north,Social Media,General,Premium,4.2,0.42,0.4275,187,1902,0.0175,4.31,-1,90,2726.8,217.2220628
260,01-09-2011 14.26,North,Social Media,General,Premium,15,3.75,0.0811,626,13707,0.0109,4.67,-1,30,76066.68,105.3163877
261,06-11-2011 16.07,East,Affiliate,Lighting,Standard,68,4.25,0.1403,126,2460,0.0203,9,0.366025404,7,,84.6650939
262,06-11-2011 13.54,North,Search,General,Premium,2.08,2.08,0.1456,56,1642,0.0138,4.38,0.366025404,30,1834.31,94.21823121
263,06-09-2010 11.33,North,Influencer,Kitchen,Premium,17.7,2.95,0.3669,,1128,0.0378,8.92,-1,14,1794.7,59.1366552
264,11-11-2011 10.32,North,Email,Storage,Premium,33,1.65,0.1348,705,10069,0.0271,2.02,0.366025404,21,271699.97,172.9288091
265,18-03-2010 15.11,North,Social Media,General,Premium,15.6,0.65,0.107,96,2612,0.0365,1.88,1,14,452.75,203.1140381
266,01-09-2011 18.07,North,Email,General,Standard,,0.85,,264,4906,0.0507,2.02,-1,60,1445.39,174.7249889
267,02-12-2009 12.19,North,Affiliate,Storage,Premium,8.5,8.5,0.5904,168,3401,0.1308,,1,60,,85.95870197
268,14-03-2011 11.04,North,Influencer,General,Premium,1.65,1.65,0.2038,252,3314,0.0155,3.5,1,90,2816.18,156.424504
269,04-02-2010 13.46,North,Email,Storage,Premium,8.5,8.5,0.4844,168,5140,0.0259,,1.366025404,30,,65.97413959
270,12-11-2010 11.47,North,Search,Stationery,Standard,23.4,0.65,0.4434,363,9365,0.0122,4.29,0.366025404,14,47.96,203.8877793
271,28-04-2010 9.15,North,Affiliate,Stationery,Premium,5.04,0.42,0.1164,335,9780,0.0816,7.41,0.366025404,21,12429.68,234.4682143
272,08-11-2011 16.12,North,Email,General,Standard,,0.42,0.1831,243,3574,0.0235,5.39,0.366025404,14,627.22,207.1583215
273,11-04-2010 13.40,North,Search,General,Standard,13.92,0.29,0.1169,282,7220,0.0443,1.74,0.366025404,14,27.84,333.5841982
274,21-07-2011 16.33,North,Search,General,Premium,18.72,0.39,0.0502,44,1197,0.0803,3.13,-1.366025404,14,2081.22,148.938372
275,19-07-2010 15.49,North,Influencer,General,Premium,13.5,6.75,0.0415,110,3557,,6.59,-1.366025404,21,215.15,50.987634
276,22-03-2011 12.25,North,Social Media,Stationery,Premium,5.9,2.95,,199,13878,0.0481,2.18,1,28,6591.1,151.5957321
277,10-03-2010 15.25,North,TV,General,Budget,1.95,0.65,,101,2582,0.0278,3.28,1,90,214.13,137.8505901
278,26-08-2010 13.52,North,Social Media,General,Premium,2.5,1.25,0.0125,,1469,0.0071,2.42,-1.366025404,30,2040.45,158.1084428
279,28-11-2010 13.21,North,Search,General,Premium,0.85,0.85,0.3262,194,5759,0.0082,6.03,0.366025404,90,467.52,140.4924034
280,05-06-2011 13.08,North,Social Media,Storage,Premium,20.8,2.08,0.0492,377,6689,0.0247,4.6,-1,90,9969.47,131.0959775
281,18-10-2011 13.10,North,Social Media,General,Premium,23.8,5.95,0.1473,303,5822,0.0626,5.76,-0.366025404,,2933.62,115.8026332
282,25-08-2011 10.16,North,Social Media,Storage,Premium,15,3.75,0.1901,118,2060,0.0058,3.14,-1.366025404,7,23444.08,42.98115424
283,20-11-2011,North,Search,General,Premium,11.8,2.95,,631,9566,0.0784,2.49,0.366025404,30,661.88,152.0670639
284,19-10-2011 10.56,North,Email,Seasonal,Premium,16.6,4.15,0.1875,75,1161,0.1003,6.43,-0.366025404,28,1793.69,87.64831965
285,01-07-2010 16.48,North,Influencer,Kitchen,Premium,3.75,1.25,0.3,56,-381,0.0282,5.21,-1.366025404,28,,85.34537146
286,18-11-2011 12.53,North,TV,General,Standard,8.5,4.25,0.2027,,5666,0.086,3.45,0.366025404,90,719.46,114.9235232
287,20-01-2010 14.36,North,Social Media,Seasonal,Premium,14.85,4.95,,657,7570,0.0021,6.15,1.366025404,21,169.78,108.0620856
288,21-11-2010 12.31,North,Search,General,Premium,3.4,0.85,,69,927,0.0566,6.9,0.366025404,7,3097.46,124.1012446
289,06-05-2010,North,Search,Storage,Premium,144,0.72,0.2363,423,8974,0.0707,4.21,-0.366025404,14,89792.73,229.4504054
290,11-12-2009 12.51,North,Email,General,Premium,15.3,2.55,0.6,75,1232,0.0206,3.18,1,28,565,89.82930851
291,30-09-2010 17.18,North,Search,Storage,Premium,10.5,2.1,0.2297,423,8209,0.0024,2.07,-1,28,6207.58,105.6838159
292,27-02-2011 12.41,North,Search,General,Premium,13.52,1.69,0.0385,1010,21253,0.0043,5.68,1.366025404,30,,169.2367288
293,24-09-2010 11.48,North,Influencer,Storage,Premium,3.9,1.95,0.3059,412,4830,0.0405,5.64,-1,21,16611.62,106.0932771
294,17-07-2011 15.00,North,TV,General,Premium,12.45,134.9867509,0.21,24,668,0.0273,3.36,-1.366025404,14,19157.62,30.56546756
295,11-11-2010 13.50,North,Email,Lighting,Premium,13.05,1.45,0.2495,510,10594,0.0195,7.42,0.366025404,14,1723.04,128.0037826
296,27-03-2011 14.28,North,Influencer,General,Premium,2.1,2.1,0.2004,246,7251,0.0111,,1,14,1729.02,120.4801603
297,01-12-2011 11.20,North,TV,Storage,Budget,20,1.25,0.3318,31,2502,0.104,4.81,1,28,73.1,93.90454024
298,12-01-2010 17.15,North,Email,General,Premium,4.95,4.95,0.1155,199,6272,0.0477,1.61,1.366025404,,2079.83,105.7137933
299,13-05-2010 12.44,North,Affiliate,General,Premium,11.25,1.25,0.0357,346,2531,0.1046,7.16,-0.366025404,,1261.32,146.4466397
300,08-05-2011 15.15,North,Social Media,General,Premium,712.8656129,1.65,0.0172,198,3823,0.0582,0.92,-0.366025404,21,30964.92,207.7984231
301,25-03-2011 11.44,North,Email,General,Premium,1.95,0.65,,65,1283,,0.18,1,90,768.44,169.7453267
302,31-01-2011 12.10,Nort,Affiliate,Storage,Premium,19.5,1.95,0.2979,978,14121,0.026,1.25,1.366025404,60,2958.7,164.4074878
303,20-11-2011 12.53,North,Email,General,Standard,0.85,0.85,0.2876,194,1736,0.0285,3.29,0.366025404,14,571.02,140.4267868
304,16-12-2009 17.27,North,Email,Lighting,Premium,39,3.25,0.4771,59,1093,0.066,5.95,1,7,1631.41,101.9878097
305,08-11-2011 14.02,North,Influencer,Seasonal,Premium,16.6,4.15,0.2818,138,3799,0.0707,4.75,0.366025404,90,2431.02,126.4089562
306,03-10-2011 11.36,North,Search,General,Standard,10.2,0.85,0.3989,170,2223,0.1567,6.09,-0.366025404,28,,186.2710201
307,24-10-2011 15.43,North,Social Media,General,Budget,2.55,2.55,0.3382,191,5946,0.0246,2.85,-0.366025404,21,59.85,110.6203965
308,29-04-2010 9.42,North,Influencer,General,Premium,1525.689276,4.25,0.2182,941,25140,0.0815,5.08,0.366025404,90,4109.87,215.0324406
309,25-02-2010 16.48,North,Search,General,Premium,11.9,5.95,0.0435,682,12838,0.2067,1.58,1.366025404,28,2253.95,198.1295454
310,05-12-2010 10.45,North,Social Media,General,Premium,3.75,3.75,0.2763,197,5413,0.0201,2.45,1,21,1158.75,110.251823
311,06-11-2011 12.01,North,Affiliate,Storage,Premium,17.34,2.89,0.2617,203,2884,0.0385,1.18,0.366025404,30,1971.62,126.8988764
312,19-08-2010 16.53,East,Social Media,Storage,Premium,19.5,1.95,0.3748,268,2999,0.0075,4.59,-1.366025404,28,3448.9,52.47705093
313,18-05-2010 12.45,North,Search,General,Standard,19.8,1.65,0.3745,165,2198,0.0558,5.68,-0.366025404,14,148.54,106.1209265
314,28-03-2011 16.37,North,Influencer,Storage,Standard,3.3,1.65,0.4342,705,30711,0.0197,5.14,1,21,152.71,144.8961657
315,03-11-2010 11.13,North,TV,Stationery,Budget,2.95,2.95,0.0361,196,3908,0.0232,4.34,0.366025404,60,56.42,101.0748784
316,08-02-2010 11.33,North,TV,General,Premium,15.6,1.95,0.2754,526,4352,0.1301,6.22,1.366025404,14,596.9,126.4511449
317,17-10-2011 10.10,North,Social Media,General,Standard,10.4,0.65,0.4574,184,2686,0.0384,3.13,-0.366025404,,883.2,177.3438002
318,18-02-2011 11.27,North,Search,Storage,Premium,7.8,1.95,0.3754,294,3967,0.0936,5.66,1.366025404,60,3163.72,139.5880874
319,28-04-2010 9.15,North,TV,General,Premium,10.2,0.85,0.3509,148,4114,0.0511,4.76,0.366025404,90,10857.41,141.1060764
320,02-10-2011 15.18,North,Search,General,Standard,9.95,9.95,0.1372,611,11921,0.0423,1.97,-0.366025404,14,183.28,99.34183999
321,02-07-2010 12.51,North,Social Media,Storage,Premium,0.95,0.95,0.3361,463,14766,0.0233,2.9,-1.366025404,60,10880.77,181.6902142
322,18-12-2009 12.23,North,Email,General,Premium,871.6190959,3.75,0.1356,32,686,0.0762,4.75,1,14,5572.23,144.9872174
323,14-03-2010 12.41,North,Search,General,Premium,13.52,1.69,0.2575,1010,26777,0.0165,3.07,1,60,363.54,172.64036
324,02-09-2011 11.54,North,Social Media,Stationery,Standard,17.4,1.45,0.0643,256,10791,0.0205,4.7,-1,28,920.76,117.6361588
325,04-12-2011 14.55,North,Affiliate,Stationery,Standard,0.85,0.85,0.2557,793,28575,,4.58,1,90,319.94,170.8027876
326,07-03-2011 17.52,North,Email,General,Premium,51,12.75,0.1416,377,8744,0.0421,3.51,1,28,1733.49,103.1353619
327,09-06-2010 13.04,North,Search,Seasonal,Premium,17.4,1.45,0.15,341,5838,0.036,3.65,-1,30,2255.47,122.065346
328,30-11-2011 10.18,North,Influencer,Kitchen,Premium,20,1.25,0.3216,113,10148,0.012,1.14,0.366025404,21,26177.08,170.3614437
329,24-09-2010 12.24,North,TV,Kitchen,Premium,5,1.25,0.2037,179,2635,0.0231,2.85,-1,60,1744.94,94.58184358
330,09-08-2011 16.17,north,Affiliate,General,Premium,7.95,7.95,0.2006,124,3962,0.0167,2.56,-1.366025404,21,5070.58,60.31954439
331,09-01-2011 15.23,North,Email,General,Premium,12.6,2.1,0.1522,230,5685,0.022,6.85,1.366025404,,5098.18,109.9368993
332,06-12-2009 12.52,North,TV,Storage,Premium,2.95,2.95,0.1684,186,3290,0.0424,3.14,1,30,151.5,87.53686996
333,16-06-2011 19.59,North,Social Media,General,Premium,1.7,0.85,0.1036,183,7990,0.022,5.29,-1,60,43387.52,161.4392041
334,18-09-2011 15.32,North,Affiliate,General,Premium,15.12,0.42,,146,1834,0.0638,6,-1,60,14876.95,173.8326723
335,27-05-2011 13.32,North,Social Media,Storage,Premium,5.04,0.21,0.2199,25,222,0.1308,,-0.366025404,7,1627.06,185.6945981
336,05-06-2011 14.18,North,Email,General,Premium,15,1.25,0.0906,83,3368,0.0128,3.23,-1,90,1372.64,105.1379322
337,09-05-2010 11.29,North,Affiliate,General,Premium,2.95,2.95,0.2467,314,9104,0.0995,1.15,-0.366025404,28,1182.66,128.6511558
338,07-12-2011 14.12,North,Email,Lighting,Standard,3.9,1.95,0.0986,94,1545,0.1523,,1,90,985.16,138.8933771
339,20-07-2011 13.26,North,Search,General,Premium,20,1.25,0.0956,253,7101,0.103,3.02,-1.366025404,14,27412.19,147.3389935
340,13-04-2010 11.58,North,Social Media,General,Premium,14.98,7.49,0.6,152,4901,0.0387,6.53,0.366025404,21,12890.9,79.99082096
341,03-02-2011 12.44,North,Social Media,Storage,Premium,5.9,2.95,0.2629,326,10236,0.2174,5.63,1.366025404,14,5793.59,182.9222852
342,31-07-2011 15.24,North,Email,General,Premium,5.8,1.45,0.0607,170,3339,0.068,4.35,-1.366025404,14,48677.79,122.5546771
343,04-10-2011 15.21,North,Influencer,General,Premium,6.25,6.25,0.1928,76,1271,0.0461,7.52,-0.366025404,60,1759.89,90.49844373
344,02-10-2011 13.01,North,Social Media,Stationery,Standard,1.3,0.65,0.1149,89,2629,0.0884,7.52,-0.366025404,21,141.52,151.7505987
345,07-01-2011 16.34,North,TV,General,Premium,23.8,5.95,0.4584,361,8046,0.2298,7.24,1.366025404,7,,112.6045462
346,14-10-2011 14.58,North,Search,General,Standard,1.65,1.65,0.1488,212,4866,0.0639,2.04,-0.366025404,21,387.67,130.5309431
347,06-11-2011 12.26,North,Email,Stationery,Premium,4.2,0.42,0.2798,73,1968,0.0072,3.39,0.366025404,21,11316.73,149.9655919
348,15-06-2010 15.00,North,Search,General,Premium,1091.31648,3.75,0.2121,147,4296,0.1378,3.14,-1,60,379.67,96.79318009
349,09-11-2010 14.13,North,Email,General,Standard,3.3,1.65,0.6,66,963,0.0867,3.9,0.366025404,21,148.6,91.56961819
350,03-12-2010 9.49,North,Email,Storage,Standard,92.4,1.65,0.046,418,6142,0.1315,5.92,1,28,2206.42,193.7838667
351,07-12-2010 15.02,North,Social Media,General,Premium,19.5,3.25,0.1163,296,6438,0.0931,2.83,1,90,2136.11,171.1183289
352,11-09-2011 15.20,North,Email,General,Premium,15,1.25,0.0652,105,1419,0.0915,1.53,-1,90,13934.88,159.157595
353,17-12-2010,North,Search,Kitchen,Premium,51,8.5,0.3256,440,3818,0.0034,7.31,1,7,,95.53517615
354,10-10-2011 10.51,NORTH,Search,Storage,Premium,20,1.25,0.1071,243,4427,0.1019,1.24,-0.366025404,,6665.1,209.4727393
355,05-08-2010 15.01,North,Search,Kitchen,Premium,31.6,3.95,0.1483,24,595,0.0148,6.79,-1.366025404,28,,31.19658478
356,16-09-2010 12.27,North,Affiliate,Storage,Premium,15.3,2.55,0.4185,148,2201,0.0947,2.73,-1,30,1598.07,84.85809144
357,20-06-2010 13.19,Nort,Influencer,Lighting,Budget,9.9,1.65,0.1834,172,1760,0.0465,3.45,-1,,196.73,103.4231583
358,07-03-2010 14.05,North,Search,General,Premium,5.95,5.95,0.1605,361,4700,0.0027,2.69,1,14,124.33,97.35947857
359,13-07-2010 12.58,North,Email,Storage,Premium,21.5,10.75,0.1266,256,3168,0.0174,5.8,-1.366025404,7,548.4,27.98578979
360,07-11-2011 13.25,North,TV,Stationery,Premium,,0.42,0.1278,155,4393,0.0556,5.93,0.366025404,90,1769.28,193.8265993
361,06-05-2011 10.10,North,Search,Kitchen,Premium,6.6,1.65,0.2138,88,896,0.0745,6.65,-0.366025404,28,5961.58,119.2699627
362,29-09-2011 13.38,North,Social Media,General,Standard,17.4,1.45,0.0785,,4947,0.0141,2.45,-1,28,1080.06,135.5766996
363,25-08-2010 17.27,North,TV,General,Premium,17.85,5.95,0.2401,347,8444,0.1496,2.34,-1.366025404,7,2336.7,81.56638983
364,02-09-2011 9.51,North,Email,Storage,Premium,23.4,1.95,0.0494,271,5333,0.0291,5.02,-1,90,1940.73,121.2212168
365,02-10-2011 14.00,North,Social Media,General,Standard,5.45,5.45,0.0268,428,7364,0.0157,5.22,-0.366025404,7,1192.85,83.94451673
366,24-10-2010 14.08,North,Social Media,General,Premium,8.5,4.25,0.1088,254,9500,0.0112,2.74,-0.366025404,7,1473.56,97.79811602
367,08-05-2011 14.59,North,TV,General,Premium,2.55,2.55,,,5462,,1.43,-0.366025404,14,24943.76,103.9669451
368,23-02-2010 13.55,North,Email,Stationery,Premium,2.95,2.95,0.1713,33,552,0.0744,1.97,1.366025404,14,437.6,93.64233912
369,21-04-2011 15.51,North,Search,Seasonal,Premium,3.75,3.75,0.2,39,436,0.0094,2.15,0.366025404,14,,89.30927502
370,11-03-2011 11.35,North,Affiliate,General,Premium,17.4,1.45,0.2117,122,2462,0.058,3.24,1,,302.66,124.1095213
371,22-09-2010 13.07,NORTH,Search,Storage,Standard,9.9,1.65,0.0964,333,17771,0.1061,5.54,-1,30,88.46,122.8672373
372,15-11-2011 10.50,North,Social Media,General,Premium,10.08,0.42,0.0869,285,4367,0.0338,4.91,0.366025404,14,1657.12,267.8879426
373,04-08-2010 16.38,North,Email,General,Budget,4.2,2.1,0.2685,106,3389,0.0657,3.49,-1.366025404,,263.23,74.99573576
374,24-01-2011 13.27,North,Email,General,Standard,23.4,1.95,0.2152,266,16470,0.0305,0.25,1.366025404,7,2616.36,148.2440222
375,06-11-2011 12.44,North,Email,Stationery,Premium,1.25,1.25,0.0278,284,8463,0.0845,5.2,0.366025404,7,2584.57,139.6546268
376,03-10-2010 10.51,North,social Media,General,Premium,2.95,2.95,,120,4208,0.0872,2.07,-0.366025404,28,3997.81,116.1269261
377,14-10-2010 13.57,North,Social Media,General,Budget,2.5,1.25,0.155,140,2740,0.06,1.49,-0.366025404,14,157.86,142.5216319
